tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N579SW,EMBRAER,1999-05-03,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N579UA,BOEING,1993-04-12,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N580AA,MCDONNELL DOUGLAS,1991-07-31,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N580HA,BOEING,2006-12-20,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N580JB,AIRBUS,2003-11-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N580SW,EMBRAER,1999-04-28,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N580UA,BOEING,1993-04-21,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N58101,BOEING,1994-05-13,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N581AA,MCDONNELL DOUGLAS,1991-07-26,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N581AS,BOEING,2007-05-16,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N581HA,BOEING,2006-12-21,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N581JB,AIRBUS,2003-12-03,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N581NW,BOEING,2002-08-20,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N581SW,EMBRAER,1999-02-23,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N581UA,BOEING,1993-05-04,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N582AA,MCDONNELL DOUGLAS,1991-07-30,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N582CA,BOMBARDIER INC,2008-04-10,CL600-2D24,1,Fixed Wing Multi-Engine,Turbo-Fan
N582HA,BOEING,2006-12-21,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N582JB,AIRBUS,2003-12-17,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N582NW,BOEING,2002-07-23,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N582SW,EMBRAER,1999-05-26,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N582UA,BOEING,1993-05-20,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N583AA,MCDONNELL DOUGLAS,1991-08-07,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N583AS,BOEING,2007-08-13,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N583HA,BOEING,2002-03-04,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N583JB,AIRBUS,2004-01-07,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N583NW,BOEING,2002-09-23,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N583SW,EMBRAER,1999-06-22,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N583UA,BOEING,1994-09-01,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N584AA,MCDONNELL DOUGLAS,1991-09-30,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N584AS,BOEING,2007-09-04,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N584HA,BOEING,2002-03-21,767-3G5,1,Fixed Wing Multi-Engine,Turbo-Jet
N584NW,BOEING,2002-10-16,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N584SW,EMBRAER,1999-07-27,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N584UA,BOEING,1993-06-25,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N585AA,MCDONNELL DOUGLAS,1991-08-23,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N585AS,BOEING,2007-09-24,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N585HA,BOEING,2002-05-10,767-3G5,1,Fixed Wing Multi-Engine,Turbo-Jet
N585JB,AIRBUS,2004-02-11,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N585NW,BOEING,2002-11-04,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N585SW,EMBRAER,1999-08-26,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N585UA,BOEING,1993-07-14,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N58606,BOEING,1994-03-22,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N586AA,MCDONNELL DOUGLAS,1991-08-28,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N586AS,BOEING,2007-10-05,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N586HA,BOEING,2002-07-01,767-3G5,1,Fixed Wing Multi-Engine,Turbo-Jet
N586JB,AIRBUS,2004-02-17,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N586NW,BOEING,2002-11-22,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N586SW,EMBRAER,1999-09-22,EMB-120ER,1,Fixed Wing Multi-Engine,Turbo-Prop
N586UA,BOEING,1993-07-30,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N587AA,MCDONNELL DOUGLAS,1991-09-30,DC-9-82(MD-82),1,Fixed Wing Multi-Engine,Turbo-Fan
N587AS,BOEING,2007-11-02,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N587HA,BOEING,2002-09-23,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N587JB,AIRBUS,2004-04-01,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N587NW,BOEING,2002-12-17,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N587SW,CANADAIR,1995-06-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N587UA,BOEING,1993-08-12,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N588AA,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N588AS,BOEING,2007-12-06,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N588HA,BOEING,2002-10-25,767-3CB,1,Fixed Wing Multi-Engine,Turbo-Jet
N588JB,AIRBUS,2004-05-13,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N588NW,BOEING,2003-02-04,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N588SW,CANADAIR,1995-06-30,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N588UA,BOEING,1993-08-16,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N588US,BOEING,2006-10-30,737-301,1,Fixed Wing Multi-Engine,Turbo-Jet
N589AA,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N589AS,BOEING,2007-12-12,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N589HA,BOEING,2002-11-14,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N589JB,AIRBUS,2004-06-04,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N589NW,BOEING,2003-04-09,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N589SW,CANADAIR,1995-06-29,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N589UA,BOEING,1997-11-04,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N589US,BOEING,2006-10-25,737-301,1,Fixed Wing Multi-Engine,Turbo-Jet
N59053,BOEING,2000-10-11,767-424ER,1,Fixed Wing Multi-Engine,Turbo-Jet
N590AA,MCDONNELL DOUGLAS,1991-09-30,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N590AS,BOEING,2008-01-15,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N590HA,BOEING,2002-12-06,767-3CB,1,Fixed Wing Multi-Engine,Turbo-Jet
N590JB,AIRBUS,2004-06-28,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N590NW,BOEING,2003-04-02,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N590SW,CANADAIR,1995-08-25,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N590UA,BOEING,1998-01-02,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N590US,BOEING,2006-11-03,737-301,1,Fixed Wing Multi-Engine,Turbo-Jet
N591AA,MCDONNELL DOUGLAS,1991-10-09,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N591HA,BOEING,2003-01-16,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N591JB,AIRBUS,2004-08-04,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N591NW,BOEING,2003-07-02,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N591SW,CANADAIR,1995-09-08,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Jet
N591US,BOEING,2006-10-24,737-301,1,Fixed Wing Multi-Engine,Turbo-Jet
N592AA,MCDONNELL DOUGLAS,1991-11-15,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N592AS,BOEING,2008-02-14,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N592HA,BOEING,2003-02-04,767-3CB,1,Fixed Wing Multi-Engine,Turbo-Jet
N592JB,AIRBUS,2004-09-01,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N592NW,BOEING,2003-07-01,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N592UA,BOEING,1996-07-11,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N59302,BOEING,2006-04-03,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N59338,BOEING,2007-04-16,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N593AA,MCDONNELL DOUGLAS,1991-11-13,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N593AS,BOEING,2008-03-20,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N593HA,BOEING,2003-03-14,767-33A,1,Fixed Wing Multi-Engine,Turbo-Fan
N593JB,AIRBUS,2004-09-29,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N593NW,BOEING,2003-07-30,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N593UA,BOEING,1996-08-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N594AA,MCDONNELL DOUGLAS,1992-02-19,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N594AS,BOEING,2008-03-26,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N594HA,BOEING,2006-04-06,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N594JB,AIRBUS,2004-10-12,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N594NW,BOEING,2003-08-25,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N594SW,BOMBARDIER INC,2007-08-21,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N594UA,BOEING,1996-09-13,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N595AA,MCDONNELL DOUGLAS,1992-04-14,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N595JB,AIRBUS,2004-10-14,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N595NW,BOEING,2003-11-24,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N595SW,BOMBARDIER INC,2007-08-16,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N595UA,BOEING,1998-02-06,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N59630,BOEING,1995-05-31,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N596AA,MCDONNELL DOUGLAS,1992-06-11,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N596AS,BOEING,2008-04-25,737-890,1,Fixed Wing Multi-Engine,Turbo-Fan
N596HA,BOEING,2006-04-04,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N596NW,BOEING,2003-12-02,757-351,1,Fixed Wing Multi-Engine,Turbo-Jet
N596UA,BOEING,1998-03-18,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N597AA,MCDONNELL DOUGLAS,1992-06-30,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N597HA,BOEING,2006-04-06,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N597JB,AIRBUS,2004-11-09,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N597SW,BOMBARDIER INC,2007-08-09,CL-600-2B19,1,Fixed Wing Multi-Engine,Turbo-Fan
N597UA,BOEING,1999-01-12,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N598AA,MCDONNELL DOUGLAS,1992-07-28,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N598HA,BOEING,2006-04-06,767-332,1,Fixed Wing Multi-Engine,Turbo-Fan
N598JB,AIRBUS,2004-11-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N598UA,BOEING,1999-01-28,757-222,1,Fixed Wing Multi-Engine,Turbo-Jet
N599AA,MCDONNELL DOUGLAS,1992-07-23,DC-9-83(MD-83),1,Fixed Wing Multi-Engine,Turbo-Fan
N599JB,AIRBUS,2004-12-15,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N600TR,MCDONNELL DOUGLAS,1995-03-01,DC-9-51,1,Fixed Wing Multi-Engine,Turbo-Jet
N600WN,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N601AW,AIRBUS,2003-12-05,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N601DL,BOEING,1985-03-27,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N601WN,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N602AW,AIRBUS INDUSTRIE,2004-02-09,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N602DL,BOEING,2007-06-20,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N602NW,MCDONNELL DOUGLAS,2008-06-03,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N602SW,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N603AT,BOEING,2001-08-14,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N603AW,AIRBUS,2004-02-18,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N603DL,BOEING,2007-06-15,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N603JB,AIRBUS,2005-01-12,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N603SK,BOMBARDIER INC,2007-01-30,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N603SW,BOEING,2004-07-19,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N604AT,BOEING,2001-08-28,717-200,1,Fixed Wing Multi-Engine,Turbo-Fan
N604AW,AIRBUS INDUSTRIE,2000-06-09,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N604DL,BOEING,2007-06-20,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N604SK,BOMBARDIER INC,2006-10-25,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N604SW,BOEING,2005-02-14,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N605AW,AIRBUS INDUSTRIE,2000-01-25,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N605DL,BOEING,2007-06-22,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N605JB,AIRBUS,2005-02-10,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N605SW,BOEING,2004-05-19,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N606DL,BOEING,1985-02-08,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N606JB,AIRBUS,2005-02-23,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N606NW,MCDONNELL DOUGLAS,1996-04-01,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N606SK,BOMBARDIER INC,2006-08-01,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N606SW,BOEING,1995-08-29,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N607AS,BOEING,1999-07-30,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N607DL,BOEING,2007-06-22,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N607JB,AIRBUS,2005-02-25,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N607SK,BOMBARDIER INC,2006-08-01,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N607SW,BOEING,1995-08-31,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N608DA,BOEING,1985-07-03,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N608JB,AIRBUS,2005-04-13,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N608NW,MCDONNELL DOUGLAS,1996-01-26,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N608SK,BOMBARDIER INC,2006-08-01,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N608SW,BOEING,1995-09-07,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N609AS,BOEING,1999-08-24,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N609DL,BOEING,2007-06-21,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N609SK,BOMBARDIER INC,2002-01-25,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N609SW,BOEING,1995-09-15,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N610AA,BOEING,1989-10-04,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N610AE,EMBRAER,1998-08-17,EMB-145,1,Fixed Wing Multi-Engine,Turbo-Jet
N610DL,BOEING,2007-06-22,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N610NW,MCDONNELL DOUGLAS,1996-02-23,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N610WN,BOEING,1995-09-29,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N611AA,MORSE GEORGE JR,1998-05-05,F85P-1,1,Fixed Wing Single-Engine,Reciprocating
N611AE,EMBRAER,1998-08-24,EMB-145,1,Fixed Wing Multi-Engine,Turbo-Jet
N611AS,BOEING,1999-10-07,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N611DL,BOEING,2007-06-20,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N611SK,BOMBARDIER INC,2002-03-27,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N611SW,BOEING,1995-10-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N612AA,BOEING,1989-10-04,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N612AE,EMBRAER,1998-09-18,EMB-145,1,Fixed Wing Multi-Engine,Turbo-Jet
N612AS,BOEING,1999-11-03,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N612DL,BOEING,2007-06-15,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N612JB,AIRBUS,2005-05-26,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N612SW,BOEING,1995-11-01,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N61304,BOEING,2006-04-04,737-3TO,1,Fixed Wing Multi-Engine,Turbo-Jet
N613AA,BOEING,1989-10-03,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N613AE,EMBRAER,1998-09-25,EMB-145,1,Fixed Wing Multi-Engine,Turbo-Jet
N613AS,BOEING,2000-01-12,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N613DL,BOEING,1986-02-21,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N613JB,AIRBUS,2005-06-15,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N613NW,MCDONNELL DOUGLAS,1995-10-20,DC-9-32,1,Fixed Wing Multi-Engine,Turbo-Jet
N613SK,BOMBARDIER INC,2002-04-04,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N613SW,BOEING,1995-11-02,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N614AA,BOEING,1999-06-02,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N614AE,EMBRAER,1998-10-22,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N614AS,BOEING,2000-01-25,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N614DL,BOEING,1986-02-25,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N614SK,BOMBARDIER INC,2002-07-31,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N614SW,BOEING,1995-11-09,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N615AA,BEECH,2004-10-28,65-A90,1,Fixed Wing Multi-Engine,Turbo-Prop
N615AE,EMBRAER,1998-10-27,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N615AS,BOEING,2000-03-06,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N615DL,BOEING,1986-03-26,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N615JB,AIRBUS,2005-06-20,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N615SW,BOEING,1995-11-17,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N616AA,BOEING,1999-05-20,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N616AE,EMBRAER,1998-11-19,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N616DL,BOEING,1986-08-01,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N616SW,BOEING,1995-11-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N617AE,EMBRAER,1998-11-25,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N617AS,BOEING,2000-07-17,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N617DL,BOEING,1986-09-18,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N617SW,BOEING,1995-12-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N618AA,BOEING,1999-12-14,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N618AE,EMBRAER,1998-12-18,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N618AS,BOEING,2000-07-12,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N618DL,BOEING,1986-08-04,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N618JB,AIRBUS,2005-07-20,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N618WN,BOEING,1995-12-19,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N619AA,BOEING,1999-12-14,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N619AE,EMBRAER,1998-12-22,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N619AS,BOEING,2000-07-10,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N619AW,AIRBUS INDUSTRIE,2003-09-02,A320-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N619DL,BOEING,1986-10-03,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N619SW,BOEING,1996-01-05,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N620AA,BOEING,1999-12-14,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N620AE,EMBRAER,1999-01-22,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N620AW,AIRBUS INDUSTRIE,1994-12-19,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
N620SW,BOEING,1996-07-17,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N621AA,CESSNA,2003-06-13,172M,1,Fixed Wing Single-Engine,4 Cycle
N621AE,EMBRAER,1999-01-28,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N621AW,AIRBUS INDUSTRIE,1989-09-06,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
N621DL,BOEING,1987-01-12,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N621JB,AIRBUS,2005-07-21,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N621SW,BOEING,1996-07-17,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N622AA,BOEING,1990-09-11,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N622AE,EMBRAER,1999-02-11,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N622AS,BOEING,2000-09-20,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N622AW,AIRBUS INDUSTRIE,1989-09-01,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
N622DL,BOEING,1987-01-21,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N622SW,BOEING,1996-07-17,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N623AA,BOEING,1990-09-06,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N623AE,EMBRAER,1999-02-11,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N623AS,BOEING,2000-11-15,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N623DL,BOEING,1987-04-03,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N623JB,AIRBUS,2005-08-10,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N623SW,BOEING,1996-07-18,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N624AA,BOEING,1990-09-05,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N624AE,EMBRAER,1999-02-25,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N624AS,BOEING,2000-12-15,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N624AW,AIRBUS INDUSTRIE,1989-09-26,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
N624DL,BOEING,1987-04-03,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N624JB,AIRBUS,2005-08-31,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N624SW,BOEING,1996-05-16,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N625AA,BOEING,1990-09-07,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N625AE,EMBRAER,1999-03-11,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N625AS,BOEING,2001-02-02,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N625AW,AIRBUS INDUSTRIE,1989-09-21,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
N625CA,BOMBARDIER INC,2003-08-29,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N625DL,BOEING,2007-10-15,757-232,1,Fixed Wing Multi-Engine,Turbo-Jet
N625JB,AIRBUS,2005-09-28,A320-232,1,Fixed Wing Multi-Engine,Turbo-Fan
N625SW,BOEING,1996-10-22,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N62631,BOEING,1995-06-13,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N626AA,BOEING,1990-09-05,757-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N626AE,EMBRAER,1999-03-18,EMB-145LR,1,Fixed Wing Multi-Engine,Turbo-Fan
N626AS,BOEING,2001-02-09,737-790,1,Fixed Wing Multi-Engine,Turbo-Jet
N626AW,AIRBUS INDUSTRIE,1990-04-02,A320-231,1,Fixed Wing Multi-Engine,Turbo-Jet
