DepDelay,ArrDelay,CarrierDelay,WeatherDelay,LateAircraftDelay,NASDelay,SecurityDelay,Delay_ID
0,1,0,0,0,0,0,0
0,-9,0,0,0,0,0,0
-5,-4,0,0,0,0,0,0
-1,-12,0,0,0,0,0,0
-1,-7,0,0,0,0,0,0
-5,-10,0,0,0,0,0,0
0,1,0,0,0,0,0,0
-10,0,0,0,0,0,0,0
0,-7,0,0,0,0,0,0
0,3,0,0,0,0,0,0
-10,-5,0,0,0,0,0,0
-4,-15,0,0,0,0,0,0
0,-14,0,0,0,0,0,0
18,21,18,0,0,3,0,0
0,22,0,0,0,22,0,0
9,3,0,0,0,0,0,0
-5,3,0,0,0,0,0,0
-9,-20,0,0,0,0,0,0
250,230,230,0,0,0,0,0
0,-5,0,0,0,0,0,0
-4,-11,0,0,0,0,0,0
-3,-13,0,0,0,0,0,0
70,94,0,70,0,24,0,0
-1,-13,0,0,0,0,0,0
-10,-14,0,0,0,0,0,0
-10,-11,0,0,0,0,0,0
90,80,80,0,0,0,0,0
-10,-13,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-6,-10,0,0,0,0,0,0
-5,3,0,0,0,0,0,0
-2,-7,0,0,0,0,0,0
0,-3,0,0,0,0,0,0
20,21,0,0,0,21,0,0
-5,1,0,0,0,0,0,0
0,-17,0,0,0,0,0,0
5,-15,0,0,0,0,0,0
-9,1,0,0,0,0,0,0
-5,-25,0,0,0,0,0,0
-10,-17,0,0,0,0,0,0
-10,-22,0,0,0,0,0,0
-5,-6,0,0,0,0,0,0
0,-9,0,0,0,0,0,0
-3,-5,0,0,0,0,0,0
0,-11,0,0,0,0,0,0
-6,3,0,0,0,0,0,0
-5,5,0,0,0,0,0,0
-4,-12,0,0,0,0,0,0
-3,-12,0,0,0,0,0,0
-7,-11,0,0,0,0,0,0
-10,-25,0,0,0,0,0,0
0,-39,0,0,0,0,0,0
10,6,0,0,0,0,0,0
-3,0,0,0,0,0,0,0
-5,-18,0,0,0,0,0,0
-14,-33,0,0,0,0,0,0
-8,7,0,0,0,0,0,0
-10,-17,0,0,0,0,0,0
0,-10,0,0,0,0,0,0
5,-3,0,0,0,0,0,0
-10,-9,0,0,0,0,0,0
0,-18,0,0,0,0,0,0
0,7,0,0,0,0,0,0
-10,-8,0,0,0,0,0,0
-5,-11,0,0,0,0,0,0
0,-5,0,0,0,0,0,0
-9,-12,0,0,0,0,0,0
0,1,0,0,0,0,0,0
30,19,19,0,0,0,0,0
65,79,65,0,0,14,0,0
0,1,0,0,0,0,0,0
0,-16,0,0,0,0,0,0
0,-4,0,0,0,0,0,0
-10,-32,0,0,0,0,0,0
-7,-30,0,0,0,0,0,0
-10,-13,0,0,0,0,0,0
0,-11,0,0,0,0,0,0
-5,-13,0,0,0,0,0,0
-5,-22,0,0,0,0,0,0
8,4,0,0,0,0,0,0
0,-11,0,0,0,0,0,0
25,30,0,25,0,5,0,0
85,85,85,0,0,0,0,0
8,0,0,0,0,0,0,0
0,11,0,0,0,0,0,0
220,238,220,0,0,18,0,0
0,-2,0,0,0,0,0,0
-5,49,0,0,0,49,0,0
42,35,0,35,0,0,0,0
-5,-4,0,0,0,0,0,0
-1,-14,0,0,0,0,0,0
35,33,0,33,0,0,0,0
24,18,0,18,0,0,0,0
370,362,362,0,0,0,0,0
49,63,0,0,49,14,0,0
111,99,99,0,0,0,0,0
-5,-11,0,0,0,0,0,0
15,-1,0,0,0,0,0,0
37,17,0,17,0,0,0,0
-10,25,0,0,0,25,0,0
33,43,0,33,0,10,0,0
13,29,13,0,0,16,0,0
-5,-20,0,0,0,0,0,0
0,-12,0,0,0,0,0,0
-10,-31,0,0,0,0,0,0
13,-12,0,0,0,0,0,0
-10,-3,0,0,0,0,0,0
68,62,62,0,0,0,0,0
-11,1,0,0,0,0,0,0
16,12,0,0,0,0,0,0
0,-8,0,0,0,0,0,0
-5,-7,0,0,0,0,0,0
15,9,0,0,0,0,0,0
5,-2,0,0,0,0,0,0
-9,-21,0,0,0,0,0,0
-10,-12,0,0,0,0,0,0
-12,-11,0,0,0,0,0,0
0,-12,0,0,0,0,0,0
0,-6,0,0,0,0,0,0
0,-10,0,0,0,0,0,0
-5,-19,0,0,0,0,0,0
0,-15,0,0,0,0,0,0
-10,2,0,0,0,0,0,0
-10,10,0,0,0,0,0,0
-10,-32,0,0,0,0,0,0
-5,-7,0,0,0,0,0,0
-8,-18,0,0,0,0,0,0
0,-12,0,0,0,0,0,0
0,-5,0,0,0,0,0,0
-5,-7,0,0,0,0,0,0
-5,-10,0,0,0,0,0,0
0,-14,0,0,0,0,0,0
-5,-7,0,0,0,0,0,0
-6,-23,0,0,0,0,0,0
0,-9,0,0,0,0,0,0
7,-10,0,0,0,0,0,0
9,17,9,0,0,8,0,0
0,-12,0,0,0,0,0,0
18,2,0,0,0,0,0,0
0,2,0,0,0,0,0,0
-6,-8,0,0,0,0,0,0
0,-10,0,0,0,0,0,0
-10,-22,0,0,0,0,0,0
-10,-27,0,0,0,0,0,0
-10,-17,0,0,0,0,0,0
0,-10,0,0,0,0,0,0
-5,-18,0,0,0,0,0,0
15,15,15,0,0,0,0,0
0,-15,0,0,0,0,0,0
0,4,0,0,0,0,0,0
-5,-11,0,0,0,0,0,0
0,-8,0,0,0,0,0,0
75,75,75,0,0,0,0,0
0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0
-4,-37,0,0,0,0,0,0
-5,-37,0,0,0,0,0,0
20,5,0,0,0,0,0,0
-10,-12,0,0,0,0,0,0
-5,-10,0,0,0,0,0,0
-5,-23,0,0,0,0,0,0
-10,5,0,0,0,0,0,0
-5,-21,0,0,0,0,0,0
-10,-21,0,0,0,0,0,0
0,8,0,0,0,0,0,0
28,16,16,0,0,0,0,0
0,-12,0,0,0,0,0,0
0,-14,0,0,0,0,0,0
-5,-4,0,0,0,0,0,0
-6,-30,0,0,0,0,0,0
-5,-9,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,-1,0,0,0,0,0,0
-10,29,0,0,0,29,0,0
8,3,0,0,0,0,0,0
-5,3,0,0,0,0,0,0
80,115,0,80,0,35,0,0
-5,8,0,0,0,0,0,0
65,36,0,36,0,0,0,0
-5,-14,0,0,0,0,0,0
0,9,0,0,0,0,0,0
38,21,0,21,0,0,0,0
-5,11,0,0,0,0,0,0
0,-4,0,0,0,0,0,0
40,66,0,0,40,26,0,0
-10,21,0,0,0,21,0,0
0,-5,0,0,0,0,0,0
